INDIKATOR_ID,INDIKATOR_NAME,EINHEIT_LANG,QUELLE,BESCHREIBUNG
296,29x Bildungswesen Übriges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Bildungswesen Übriges
297,30x Kulturförderung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Kulturförderung
298,"31x Denkmalpflege, Heimatschutz [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Denkmalpflege, Heimatschutz"
299,32x Massenmedien [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Massenmedien
300,"33x Parkanlagen, Wanderwege [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Parkanlagen, Wanderwege"
301,34x Sport [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Sport
302,35x Übrige Freizeit [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für übrige Freizeit
303,39x Kirche [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Kirche
304,40x Spitäler [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Spitäler
305,41x Kranken- und Pflegeheime [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Kranken- und Pflegeheime
306,42x/43x [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
307,44x Ambulante Krankenpflege [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für ambulante Krankenpflege
308,45x Krankheitsbekämpfung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Krankheitsbekämpfung
309,46x Schulgesundheitsdienst [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Schulgesundheitsdienst
310,47x Lebensmittelkontrolle [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Lebensmittelkontrolle
311,49x Gesundheitswesen Übriges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gesundheitswesen Übriges
312,50x Sozialversicherungen Allgemeines [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Sozialversicherungen Allgemeines
313,52x Krankenversicherungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Krankenversicherungen
314,53x Zusatzleistungen AHV/IV [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Zusatzleistungen AHV/IV
315,54x Jugend [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Jugend
316,55x Invalidität [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Invalidität
317,56x Sozialer Wohnungsbau [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für sozialer Wohnungsbau
318,57x Altersheime [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Altersheime
319,580 Gesetzliche wirtschaftliche Hilfe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für gesetzliche wirtschaftliche Hilfe
320,581 Freiwillige wirtschaftliche Hilfe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für freiwillige wirtschaftliche Hilfe
321,582 Arbeitslosenhilfe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Arbeitslosenunterstützung
322,583-585 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
323,586 Beschäftigungsprogramm für Arbeitslose [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Arbeitsprogramme für Arbeitslose
324,587 Betreuung Suchtabhängiger [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Betreuung Suchtabhängiger
325,588 Asylbewerberbetreuung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Asylbewerberbetreuung
326,589 Soziale Wohlfahrt Übriges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für soziale Wohlfahrt Übriges
327,59x Hilfsaktionen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Hilfsaktionen
328,61x Staatsstrassen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Staatsstrassen
329,62x Gemeindestrassen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gemeindestrassen
330,63x Privatstrassen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Privatstrassen
331,64x Bundesbahnen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Bundesbahnen
332,65x Regionalverkehr [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Regionalverkehr
333,66x Schifffahrt [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Schifffahrt
334,700 Wasserversorgung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Wasserversorgung
335,701-709 Wasser [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Wasser
336,71x Abwasser [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Abwasser
337,72x Abfall [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Abfall
338,73x Schlachthöfe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Schlachthöfe
339,74x Friedhöfe und Bestattungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Friedhöfe und Bestattungen
340,75x Gewässerunterhalt und -verbauungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gewässerunterhalt und -verbauungen
341,77x Naturschutz [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Naturschutz
342,78x Übriger Umweltschutz [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für übriger Umweltschutz
343,79x Raumplanung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Raumordnung
344,80x Landwirtschaft [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Landwirtschaft
345,81x Forstwesen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Forstwesen
346,82x Jagd und Fischerei [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Jagd und Fischerei
347,"83x Tourismus, kommunale Werbung [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Tourismus, kommunale Werbung"
348,"84x Beiträge Industrie, Gewerbe, Handel [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Beiträge Industrie Gewerbe, Handel"
349,860 Energieversorgung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Energieversorgung
350,861 Elektrizitätswerk - Elektrizitätsnetz [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Elektrizitätswerk - Elektrizitätsnetz
351,862 Gasversorgung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gasversorgung
352,863 Fernwärme [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Fernwärme
353,864 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
354,865 Elektrizitätswerk - Stromhandel und Übriges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Elektrizitätswerk - Stromhandel und Übriges
402,"866 Energie, Übriges [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Energie, Übriges"
355,"869 Energie, Übriges [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Energie, Übriges"
356,87x Sonstige Gemeindebetriebe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für sonstige Gemeindebetriebe
403,940 Kapitaldienst [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",
357,942 Grundeigentum Finanzvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Grundeigentum Finanzvermögen
404,943 Gutsbetriebe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",
358,997 Abschluss Zweckverband [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Abschluss Zweckverbände
359,999 Abschluss [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Abschluss
360,10 Finanzvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Finanzvermögens
361,11 Verwaltungsvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Verwaltungsvermögens
362,12 Vorschüsse an Spezialfinanzierungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Vorschüsse für Spezialfinanzierungen
363,13 Bilanzfehlbetrag [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Bilanzfehlbetrags
364,20 Fremdkapital [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Fremdkapitals
365,21 Verrechnungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen
366,22 Verpflichtungen für Spezialfinanzierungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verpflichtungen für Spezialfinanzierungen
367,23 Eigenkapital [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Eigenkapials
368,100 Flüssige Mittel [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der flüssigen Mittel
369,101 Guthaben [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Guthaben
370,102 Anlagen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Anlagen
371,103 Transitorische Aktiven [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der transitorischen Aktiven
372,114 Sachgüter Verwaltungsvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Sachgüter Verwaltungsvermögen
373,115 Darlehen und Beteiligungen Verwaltungsvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Darlehen und Beteiligungen Verwaltungsvermögen
374,116 Investitionsbeiträge Verwaltungsvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Investitionsbeiträge Verwaltungsvermögen
375,117 Übrige aktivierte Ausgaben Verwaltungsvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der übrigen aktivierten Ausgaben Verwaltungsvermögen
376,128 Vorschüsse für Spezialfinanzierungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Vorschüsse für Spezialfinanzierung
377,139 Bilanzfehlbetrag [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Bilanzfehlbetrags
378,200 Laufende Verpflichtungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der laufenden Verpflichtungen
379,201 Kurzfristige Schulden [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der kurzfristigen Schulden
380,202 Langfristige Schulden [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der langfristigen Schulden
381,203 Verpflichtungen für Sonderrechnungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verpflichtungen für Sonderrechnungen
29,Grundstückgewinnsteuer [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Steuerertragserhebung",Grundstückgewinnsteuer
1029,Grundstückgewinnsteuer [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Steuerertragserhebung",Grundstückgewinnsteuer
382,204 Rückstellungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Rückstellungen
383,205 Transitorische Passiven [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der transitorischen Passiven
384,210 Steuern Rechnungsjahr [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Steuern Rechungsjahr
385,211 Steuern Vorjahr [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Steuern Vorjahr
386,212 Steuern früherer Jahre [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Steuern früherer Jahre
387,213 Verzugszinsen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Verzugszinsen
388,214 Quellensteuern [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Quellensteuern
389,215 Nach- und Strafsteuern [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Nach- und Strafsteuern
390,"216 Steuerausscheidungen, pauschale Steueranrechn. [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Steuerausscheidungen und pauschalen Steueranrechnungen
391,217 Verschiedene Steuern und Abgaben [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen verschiedener Steuern und Abgaben
392,218 Übrige Verrechnungskonten [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der übrigen Verrechnungskonten
393,219 Abschluss Verrechnungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Abschlusses Verrechnungen
394,228 Verpflichtungen für Spezialfinanzierungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verpflichtungen für Spezialfinanzierungen
395,239 Eigenkapital [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Eigenkapials
1100,30 Personalaufwand [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Personalaufwand
1101,31 Sachaufwand [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Sachaufwand
1102,32 Passivzinsen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aufwendungen für Passivzinsen
1103,33 Abschreibungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aufwendungen für Abschreibungen
1104,34 Anteile und Beiträge ohne Zweckbindung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aufwendungen für Anteile und Beiträge ohne Zweckbindung
1105,35 Entschädigung an Gemeinwesen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aufwendungen für Entschädigungen an Gemeinwesen
1106,36 Eigene Beiträge [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aufwendungen für eigene Betriebe
1107,37 Durchlaufende Beiträge [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aufwendungen für durchlaufende Beiträge
1108,38 Einlagen in Spezialfinanzierungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aufwendungen für Einlagen in Spezialfinanzierungen
1109,39 Interne Verrechnungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aufwendungen für interne Verrechnungen
1111,40 Steuern [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Steuererträge
1112,41 Regalien und Konzessionen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Erträge aus Regalien und Konzessionen
1113,42 Vermögenserträge [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Vermögenserträge
1114,43 Entgelte [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Erträge aus Entgelten
1115,44 Anteile und Beiträge ohne Zweckbindung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Erträge aus Beiträgen ohne Zweckbindung
1116,45 Rückerstattungen von Gemeinwesen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Erträge aus Rückerstattungen von Gemeinwesen
1117,46 Beiträge mit Zweckbindung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Erträge aus Beiträgen mit Zweckbindung
1118,47 Durchlaufende Beiträge [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Erträge aus durchlaufenden Beiträgen
1119,48 Entnahmen aus Spezialfinanzierungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Erträge aus Entnahmen aus Spezialfinanzierungen
1120,49 Interne Verrechnungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Erträge aus internen Verrechnungen
1121,91 Ertragsüberschuss (+) / Aufwandüberschuss (-) [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Jahresergebnis Erfolgsrechnung. Ertragsüberschuss (positives Vorzeichen) oder Aufwandüberschuss (negatives Vorzeichen)
1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Behörden und allgemeine Verwaltung
1124,2 Nettoaufwendungen Bildung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Bildung
1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kultur und Freizeit
1126,4 Nettoaufwendungen Gesundheit [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gesundheit
1127,5 Nettoaufwendungen Soziale Wohlfahrt [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für soziale Wohlfahrt
1128,6 Nettoaufwendungen Verkehr [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Verkehr
1129,7 Nettoaufwendungen Umwelt und Raumordnung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Umwelt und Raumordnung
1130,8 Nettoaufwendungen Volkswirtschaft [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Volkswirtschaft
1131,9 Nettoaufwendungen Finanzen und Steuern [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Finanzen und Steuern
1132,011 Legislative [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Legislative
1133,012 Exekutive [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Exekutive
1134,02x Gemeindeverwaltung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gemeindeverwaltung
1135,03x Leistungen für Pensionierte [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Leistungen für Pensionierte
1136,09x Verwaltungsliegenschaften [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Verwaltungsliegenschaften
1137,10x Rechtspflege [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Rechtspflege
1138,11x Polizei [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Polizei
1139,12x Rechtssprechung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Rechtssprechung
1140,13x [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1141,14x Feuerwehr und Feuerpolizei [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Feuerwehr und Feuerpolizei
1142,15x Militär [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Militär
1143,16x Zivilschutz [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Zivilschutz
1144,200-209 Kindergarten / Grundstufe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kindergarten / Grundstufe
1145,210 Primarschule [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Primarschule
1146,211 Oberstufenschule [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Oberstufenschule
1147,212 Tagesschule [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Tagesschule
1148,213 Tagesstrukturen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Tagesstrukturen
1149,214 Musikschule [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Musikschule
1150,215 Handarbeit und Hauswirtschaft [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Handarbeit
